FIELD_NOTES_ID,WELL_TEST_ID,COMMENT_CATEGORY,ODOUR_CAT,FIELD_NOTE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID,H2S_TESTED,MODEL_PREDICTION
1077165,6830,Yield Test,,"No aquifer test conducted by MaJek Well Services Ltd. because this hydrogeological feature is a flowing water well and is located in a covered water well pit. Water-level measurements could not be obtained but water well flowed for 20 minutes and groundwater samples were collected. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1077181,10238,Yield Test,,"No aquifer test conducted by MaJek Well Services Ltd. because this hydrogeological feature is a flowing water well. Landowner requested that water well seal not be removed. Flow rates were measured from hydrant, and groundwater samples were collected. Driller reported groundwater as clear with no odour, sediment or gas present.",38:47.7,CONVERSION,0,0
1077183,7521,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with a 'strong rotten-egg odour' and 'fine black rust particles' with no gas present. Driller reported 'water is filtered (iron) and softened'. Groundwater discharged from outside tap.,38:47.7,CONVERSION,0,1
1077187,10387,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'black by 2 minutes of pumping but clear by 8 minutes of pumping with a very slight odor'. No gas was reported present in groundwater. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,1
1077193,10243,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'murky' with a grey color, 'small amount' of grey sand, 'mouse hair', and 'dead animal' odour present. No gas was observed. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,1
1077213,10070,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear until water level reached pump level, then it turned murky. Groundwater has rotten-egg smell and black flakes present. No gas was observed. Groundwater discharged from line in ground in yard. Landowner reported that water well died off a few years ago so he started using the other water well; seems to be producing again now. Water level reached pump intake after 25 minutes of pumping.",38:47.7,CONVERSION,0,1
1077219,4057,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with rotten-egg odour present. No sediment or gas was observed. Groundwater discharged from tap on pumphouse. Landowner only wanted water well pumped for 20 minutes because water well pumps sand if pumped too long.,38:47.7,CONVERSION,0,1
1077225,7796,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1077227,4870,Yield Test,,"No aquifer test was conducted by MaJek Well Services Ltd. because driller reported a deep water well jet pump system with 'no way to measure water level'. Samples were collected and driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from 'tap in barn'.",38:47.7,CONVERSION,0,0
1077233,5155,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'slightly grey at start' with a slight rotten-egg odour, containing 'grey sand and shale' sediment with no gas present. Groundwater discharged from yard hydrant.",38:47.7,CONVERSION,0,1
1077257,9839,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no sediment or gas present. Landowner reported some rotten-egg odour. Groundwater discharged from outside tap.,38:47.7,CONVERSION,0,1
1077259,7113,Yield Test,,"No aquifer test was performed because the hydrogeological feature is a dugout; samples were collected. Driller reported groundwater as 'clear' with 'algae, quite clear though with no odour or gas present'. Groundwater collected from 'west side of dugout'.",38:47.7,CONVERSION,0,0
1077269,4037,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Water level reached pump intake after four minutes of pumping; driller allowed water level to recover before starting a second pumping interval at a slower pumping rate. Driller reported water well depth of 10.33 m with a 'soft bottom'. Water well pump was stuck in the bottom of the water well. The driller had to pull the pump out and â¿¿reviveâ¿¿ the pump before water could be discharged. The water well is located in a pasture and did not have a cover or seal. Driller observed groundwater was murky with an odour of 'cow manure & dead mice or gophers' with 'grey sand and hair' and no gas present. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,0
1077281,5138,Yield Test,,"Aquifer test was conducted by Alf's Drilling & Supplies Ltd. Driller reported water well â¿¿casing is rustyâ¿¿. The driller reported groundwater as 'clear cleanâ¿¿ with a â¿¿slight sulphur smellâ¿¿ and no sediment present. Gas was present in the groundwater; a sample was collected. The driller also reported 'pump was cycling on/off so @ 28 minutes of draw, turned on hydrant by shed.â¿¿ Flow rates only measured from north tap on house. Gas sampler was installed on house.",38:47.7,CONVERSION,0,1
1077297,4872,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour,sediment or gas present. Groundwater discharged from tap in barn.",38:47.7,CONVERSION,0,0
1077299,4873,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from 'two outside taps'. Water level reached pump intake after 14 minutes of pumping. Driller reported 'no way of slowing down flow without pressuring up' so he sampled and started recovery after 14 minutes of pumping.",38:47.7,CONVERSION,0,0
1077301,3878,Yield Test,,"Aquifer test conducted by MaJek Well Sevices Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from tap on pressure tank.",38:47.7,CONVERSION,0,0
1077313,10244,Yield Test,,"No aquifer test was conducted by MaJek Well Services Ltd. because water well is equipped with 2' jet pump that allowed no access for driller to measure water levels. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from 'hydrant in pit'.",38:47.7,CONVERSION,0,0
1077323,12293,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with grey silt'. Driller reported groundwater having 'gas present' and a 'chlorine odor'. Gas sample collected; 100 cc over 110 seconds. Water well was shock chlorinated approximately 12 hours prior to testing. Groundwater discharged from outside tap on shop.,38:47.7,CONVERSION,0,1
1077405,4863,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from line on pressure tank in pit.",38:47.7,CONVERSION,0,0
1077409,4043,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as 'clean and clear'. Groundwater discharged from valve on west side of house. Driller reported 'slight H2S odor in water at 40 minutes'.,38:47.7,CONVERSION,0,1
1077411,12283,Yield Test,,Aquifer test conducted by M & M Drilling Co Ltd. Driller reported groundwater as 'brown to 5 minutes then clear' with a 'strong H2S' odour and no sediments. Driller reported problems with sounder resulting in some readings missed. Groundwater discharged from direct line at the top of water well.,38:47.7,CONVERSION,0,1
1077413,7523,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as clear with a strong rotten-egg odour and 'manganese scale'. Gas was present; 333.83 L was pumped through gas sampler to collect 1000 cc of gas. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,1
1077415,12284,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'black at start, clear by 2 minutes' with a 'strong H2S-like odour' and 'large amount of manganese scale'. Driller reported no gas present but groundwater having 'bubbles' that did not separate out in the gas sampler. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,1
1077417,4356,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as murky with a rotten-egg odour and no sediment. Gas was present; collected 1000 cc of gas after flowing 52.14 L through gas sampler. Groundwater discharged from water well head.,38:47.7,CONVERSION,1,1
1077421,5142,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,0
1077423,10391,Yield Test,,"Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as clear with no odour and no sediment; however, driller noted 'very few particles in pail' were present. Soda gas was present and gas samples were collected. Groundwater discharged from outside tap east of the house.",38:47.7,CONVERSION,0,0
1077425,10392,Yield Test,,No aquifer test conducted by MaJek Well Services Ltd. because water-level measurements could not be obtained. Groundwater samples were collected after water well flowed for 20 minutes. Driller reported groundwater as clear with 'some black flakes' and no odour or gas present. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,0
1077429,6716,Yield Test,,"No aquifer test was conducted by MaJek Well Services Ltd. Driller reported jet pump installed in the water well did not allow water levels to be measured. Because of the condition of the jet pump, the â¿¿flow dies down to a trickle.â¿¿ Groundwater samples were collected after groundwater flowed for 10 minutes. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from yard hydrant west of the water well.",38:47.7,CONVERSION,0,0
1077431,4044,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'clear @ start rusty @ 4 minutes' with 'brown sand & rust scale' and an odour 'like dead mice' and no gas present. Driller reported 'pit was full of water up to top of well seal. Pumped out pit. also 5 dead mice floating on the water in various stages of decomposition.' Groundwater discharged from water well head.,38:47.7,CONVERSION,0,1
1077475,4405,Yield Test,,Well pumped clear with no odour... No gas observed,38:47.7,CONVERSION,0,0
1077477,12270,Yield Test,,Well pumped clear with no odour... No gas observed,38:47.7,CONVERSION,0,0
1077479,7781,Yield Test,,Well pumped clear with no odour. Livestock well... No gas observed,38:47.7,CONVERSION,0,0
1077481,12271,Yield Test,,Well pumped clear with no odour... No gas observed,38:47.7,CONVERSION,0,0
1077483,4406,Yield Test,,"Well pumped clear, no odour... Minimal gas observed",38:47.7,CONVERSION,0,0
1077503,9830,Yield Test,,2 hr. pumping and 1 hr. recovery; rotten egg smell in water; 75 ml gas in flow cell (not enough for test).... Not sampled - insufficient amount for test.,38:47.7,CONVERSION,0,1
